Y,M,D,H,G(i),H_sun,T2m,WS10m,Int,,Electric Power (kW)
2020,2,28,7,175.46,5.65,4.62,9.52,0,,0.919944593
2020,2,28,8,457.77,12.87,5.2,9.31,0,,1.357231623
2020,2,28,9,710.68,18.9,5.71,8.62,0,,1.791807401
2020,2,28,10,681.73,23.28,6.07,8.48,0,,2.11677033
2020,2,28,11,954.48,25.58,6.26,7.93,0,,2.237696646
2020,2,28,12,698.59,25.53,6.45,7.59,0,,2.11677033
2020,2,28,13,762.73,23.14,6.46,7.79,0,,1.791807401
2020,2,28,14,380.84,18.69,6.09,7.86,0,,1.357231623
2020,2,28,15,443.33,12.6,6.01,7.59,0,,0.919944593
2020,2,28,16,26.11,5.34,5.61,7.1,0,,0.557974601
2020,2,28,17,0,0,5.12,7.1,0,,0.302839309
2020,2,28,18,0,0,4.87,7.31,0,,0.147080508
2020,2,28,19,0,0,4.87,7.86,0,,0.147080508
2020,2,28,20,0,0,4.86,8.28,0,,0.147080508
2020,2,28,21,0,0,4.64,9.24,0,,0.147080508
2020,2,28,22,0,0,4.3,9.38,0,,0.147080508
2020,2,28,23,0,0,3.5,9.79,0,,0.147080508
2020,2,29,0,0,0,2.48,9.93,0,,0.147080508
2020,2,29,1,0,0,2.04,10.48,0,,0.147080508
2020,2,29,2,0,0,2.06,10.55,0,,0.147080508
2020,2,29,3,0,0,2.14,9.93,0,,0.147080508
2020,2,29,4,0,0,2.26,9.24,0,,0.147080508
2020,2,29,5,0,0,2.33,8.41,0,,0.302839309
2020,2,29,6,0,0,2.56,7.86,0,,0.557974601
2020,2,29,7,13.28,5.65,2.73,8.21,0,,0.919944593
2020,2,29,8,27.45,12.87,3.1,8.21,0,,1.357231623
2020,2,29,9,46.94,18.9,3.91,7.86,0,,1.791807401
2020,2,29,10,57.57,23.28,5.25,7.86,0,,2.11677033
2020,2,29,11,64.65,25.58,6.6,8.21,0,,2.237696646
2020,2,29,12,108.05,25.53,7.34,8.21,0,,2.11677033
2020,2,29,13,223.99,23.14,7.62,8.76,0,,1.791807401
2020,2,29,14,518.26,18.69,7.75,8.97,0,,1.357231623
2020,2,29,15,414.04,12.6,8.1,9.38,0,,0.919944593
2020,2,29,16,7.08,5.34,8.48,9.66,0,,0.557974601
2020,2,29,17,0,0,8.45,10.34,0,,0.302839309
2020,2,29,18,0,0,8.05,12.14,0,,0.147080508
2020,2,29,19,0,0,6.45,12.62,0,,0.147080508
2020,2,29,20,0,0,5.67,10.9,0,,0.147080508
2020,2,29,21,0,0,5.69,10.28,0,,0.147080508
2020,2,29,22,0,0,5.57,11.03,0,,0.147080508
2020,2,29,23,0,0,4.92,10.9,0,,0.147080508
2020,3,1,0,0,0,4.85,10.07,0,,0.137275141
2020,3,1,1,0,0,4.91,10.48,0,,0.137275141
2020,3,1,2,0,0,4.79,11.1,0,,0.137275141
2020,3,1,3,0,0,4.54,12.21,0,,0.137275141
2020,3,1,4,0,0,4.53,13.86,0,,0.137275141
2020,3,1,5,0,0,5.19,14,0,,0.282650022
2020,3,1,6,0,0,5.71,13.03,0,,0.520776294
2020,3,1,7,45.19,6,5.93,12.69,0,,0.858614954
2020,3,1,8,98.08,13.23,6.01,12.41,0,,1.266749515
2020,3,1,9,69.08,19.27,5.95,12.21,0,,1.672353574
2020,3,1,10,237.27,23.66,6.21,11.38,0,,1.975652308
2020,3,1,11,349.71,25.96,6.41,11.66,0,,2.088516869
2020,3,1,12,678.52,25.9,6.35,12.28,0,,1.975652308
2020,3,1,13,59.34,23.5,6.28,12.34,0,,1.672353574
2020,3,1,14,179.66,19.02,6.32,12.69,0,,1.266749515
2020,3,1,15,59.34,12.92,6.25,12.34,0,,0.858614954
2020,3,1,16,166.01,5.64,5.95,12.28,0,,0.520776294
2020,3,1,17,0,0,5.68,11.72,0,,0.282650022
2020,3,1,18,0,0,5.7,10.97,0,,0.137275141
2020,3,1,19,0,0,6.09,10.69,0,,0.137275141
2020,3,1,20,0,0,5.97,10,0,,0.137275141
2020,3,1,21,0,0,5.82,9.52,0,,0.137275141
2020,3,1,22,0,0,5.68,9.52,0,,0.137275141
2020,3,1,23,0,0,5.57,9.1,0,,0.137275141
2020,3,2,0,0,0,5.41,8.62,0,,0.137275141
2020,3,2,1,0,0,5.25,8,0,,0.137275141
2020,3,2,2,0,0,5.1,7.45,0,,0.137275141
2020,3,2,3,0,0,4.85,7.24,0,,0.137275141
2020,3,2,4,0,0,4.74,7.17,0,,0.137275141
2020,3,2,5,0,0,4.58,7.03,0,,0.282650022
2020,3,2,6,0,0,4.4,6.9,0,,0.520776294
2020,3,2,7,188.44,6.35,4.78,6.69,0,,0.858614954
2020,3,2,8,490.9,13.59,5.18,6.41,0,,1.266749515
2020,3,2,9,695.72,19.64,5.75,6.62,0,,1.672353574
2020,3,2,10,214.6,24.04,6.21,6.76,0,,1.975652308
2020,3,2,11,550.6,26.34,6.46,6.62,0,,2.088516869
2020,3,2,12,426.87,26.28,6.61,6.41,0,,1.975652308
2020,3,2,13,359.55,23.86,6.36,6,0,,1.672353574
2020,3,2,14,270.84,19.36,6.16,5.79,0,,1.266749515
2020,3,2,15,54.02,13.23,5.88,5.79,0,,0.858614954
2020,3,2,16,178.25,5.95,5.53,4.83,0,,0.520776294
2020,3,2,17,0,0,5,4.28,0,,0.282650022
2020,3,2,18,0,0,4.62,4.28,0,,0.137275141
2020,3,2,19,0,0,4.33,3.72,0,,0.137275141
2020,3,2,20,0,0,4.29,3.79,0,,0.137275141
2020,3,2,21,0,0,4.34,4,0,,0.137275141
2020,3,2,22,0,0,4.51,4.34,0,,0.137275141
2020,3,2,23,0,0,4.67,4.76,0,,0.137275141
2020,3,3,0,0,0,4.67,4.48,0,,0.137275141
2020,3,3,1,0,0,4.58,4,0,,0.137275141
2020,3,3,2,0,0,4.48,3.79,0,,0.137275141
2020,3,3,3,0,0,4.42,3.93,0,,0.137275141
2020,3,3,4,0,0,4.46,4.14,0,,0.137275141
2020,3,3,5,0,0,4.51,4.48,0,,0.282650022
2020,3,3,6,0,0,4.48,5.31,0,,0.520776294
2020,3,3,7,188.01,6.7,4.24,4.9,0,,0.858614954
2020,3,3,8,109.4,13.95,4.55,4.28,0,,1.266749515
2020,3,3,9,56.68,20.02,4.97,3.45,0,,1.672353574
2020,3,3,10,157.22,24.43,5.45,3.79,0,,1.975652308
2020,3,3,11,293.75,26.73,5.83,4.07,0,,2.088516869
2020,3,3,12,748.5,26.66,5.94,4.28,0,,1.975652308
2020,3,3,13,341.28,24.22,6.09,4,0,,1.672353574
2020,3,3,14,182.53,19.7,6.07,3.59,0,,1.266749515
2020,3,3,15,175.63,13.55,5.97,3.1,0,,0.858614954
2020,3,3,16,127.45,6.25,5.68,2.55,0,,0.520776294
2020,3,3,17,0,0,5.16,2.34,0,,0.282650022
2020,3,3,18,0,0,4.27,2.34,0,,0.137275141
2020,3,3,19,0,0,3.51,2.9,0,,0.137275141
2020,3,3,20,0,0,3.3,2.97,0,,0.137275141
2020,3,3,21,0,0,3.07,2.9,0,,0.137275141
2020,3,3,22,0,0,2.96,2.83,0,,0.137275141
2020,3,3,23,0,0,2.69,2.9,0,,0.137275141
2020,3,4,0,0,0,2.82,3.1,0,,0.137275141
2020,3,4,1,0,0,2.95,3.24,0,,0.137275141
2020,3,4,2,0,0,3.13,3.38,0,,0.137275141
2020,3,4,3,0,0,3.18,3.52,0,,0.137275141
2020,3,4,4,0,0,3.36,3.52,0,,0.137275141
2020,3,4,5,0,0,3.42,3.45,0,,0.282650022
2020,3,4,6,0,0,3.45,3.59,0,,0.520776294
2020,3,4,7,57.84,7.06,3.89,4,0,,0.858614954
2020,3,4,8,325.02,14.32,4.71,4.21,0,,1.266749515
2020,3,4,9,625.97,20.4,5.71,4.69,0,,1.672353574
2020,3,4,10,787.07,24.81,6.24,5.52,0,,1.975652308
2020,3,4,11,269.72,27.12,6.49,5.93,0,,2.088516869
2020,3,4,12,383.25,27.04,6.65,6.34,0,,1.975652308
2020,3,4,13,373.43,24.58,6.6,6.55,0,,1.672353574
2020,3,4,14,273.3,20.04,6.48,6.48,0,,1.266749515
2020,3,4,15,85.41,13.87,6.16,5.93,0,,0.858614954
2020,3,4,16,49.56,6.55,5.85,5.59,0,,0.520776294
2020,3,4,17,0,0,5.25,4.97,0,,0.282650022
2020,3,4,18,0,0,4.87,4.41,0,,0.137275141
2020,3,4,19,0,0,4.65,4.14,0,,0.137275141
2020,3,4,20,0,0,4.42,3.93,0,,0.137275141
2020,3,4,21,0,0,4.39,3.79,0,,0.137275141
2020,3,4,22,0,0,4.3,3.66,0,,0.137275141
2020,3,4,23,0,0,4.19,3.38,0,,0.137275141
2020,3,5,0,0,0,3.96,3.03,0,,0.137275141
2020,3,5,1,0,0,3.71,2.48,0,,0.137275141
2020,3,5,2,0,0,3.36,1.79,0,,0.137275141
2020,3,5,3,0,0,3.31,1.1,0,,0.137275141
2020,3,5,4,0,0,3.97,0.9,0,,0.137275141
2020,3,5,5,0,0,2.18,1.38,0,,0.282650022
2020,3,5,6,0,0,1.27,1.72,0,,0.520776294
2020,3,5,7,117.16,7.42,1.71,2,0,,0.858614954
2020,3,5,8,248.28,14.69,3.47,2.14,0,,1.266749515
2020,3,5,9,419.06,20.78,4.36,2.62,0,,1.672353574
2020,3,5,10,73.51,25.2,4.77,2.76,0,,1.975652308
2020,3,5,11,64.65,27.51,5.15,2.97,0,,2.088516869
2020,3,5,12,51.37,27.42,5.46,2.34,0,,1.975652308
2020,3,5,13,92.1,24.94,5.57,1.31,0,,1.672353574
2020,3,5,14,610.78,20.38,5.61,0.34,0,,1.266749515
2020,3,5,15,142.58,14.19,5.65,0.97,0,,0.858614954
2020,3,5,16,79.56,6.85,5.57,2.07,0,,0.520776294
2020,3,5,17,0,0,5.09,2.97,0,,0.282650022
2020,3,5,18,0,0,4.44,3.66,0,,0.137275141
2020,3,5,19,0,0,3.76,3.86,0,,0.137275141
2020,3,5,20,0,0,3.19,4.21,0,,0.137275141
2020,3,5,21,0,0,2.72,4.62,0,,0.137275141
2020,3,5,22,0,0,2.39,5.17,0,,0.137275141
2020,3,5,23,0,0,2.11,5.45,0,,0.137275141
2020,3,6,0,0,0,1.92,5.45,0,,0.137275141
2020,3,6,1,0,0,1.77,5.59,0,,0.137275141
2020,3,6,2,0,0,1.65,6.07,0,,0.137275141
2020,3,6,3,0,0,1.63,6.48,0,,0.137275141
2020,3,6,4,0,0,1.75,6.83,0,,0.137275141
2020,3,6,5,0,0,1.8,7.17,0,,0.282650022
2020,3,6,6,0,0,1.85,7.24,0,,0.520776294
2020,3,6,7,191.49,7.78,1.85,7.1,0,,0.858614954
2020,3,6,8,368.09,15.06,2.14,7.79,0,,1.266749515
2020,3,6,9,282.98,21.16,2.64,7.59,0,,1.672353574
2020,3,6,10,415.84,25.59,3.27,7.38,0,,1.975652308
2020,3,6,11,397.37,27.9,4.03,7.1,0,,2.088516869
2020,3,6,12,475.4,27.8,4.71,6.62,0,,1.975652308
2020,3,6,13,547.49,25.31,5.13,6.14,0,,1.672353574
2020,3,6,14,354.41,20.72,5.25,6,0,,1.266749515
2020,3,6,15,217.48,14.51,5.18,6.28,0,,0.858614954
2020,3,6,16,65.56,7.16,4.91,6.21,0,,0.520776294
2020,3,6,17,0,0,4.54,5.79,0,,0.282650022
2020,3,6,18,0,0,4.01,5.31,0,,0.137275141
2020,3,6,19,0,0,3.69,4.69,0,,0.137275141
2020,3,6,20,0,0,3.44,4.21,0,,0.137275141
2020,3,6,21,0,0,3.18,4.21,0,,0.137275141
2020,3,6,22,0,0,2.92,4.34,0,,0.137275141
2020,3,6,23,0,0,2.78,4.41,0,,0.137275141
2020,3,7,0,0,0,2.69,4.21,0,,0.137275141
2020,3,7,1,0,0,2.59,4,0,,0.137275141
2020,3,7,2,0,0,2.56,3.86,0,,0.137275141
2020,3,7,3,0,0,2.57,3.79,0,,0.137275141
2020,3,7,4,0,0,2.59,3.66,0,,0.137275141
2020,3,7,5,0,0,2.5,3.59,0,,0.282650022
2020,3,7,6,0,0,2.44,3.24,0,,0.520776294
2020,3,7,7,233.39,8.14,2.3,2.62,0,,0.858614954
2020,3,7,8,523.32,15.43,3.15,1.93,0,,1.266749515
2020,3,7,9,706.55,21.54,3.83,1.24,0,,1.672353574
2020,3,7,10,659.04,25.98,4.35,0.07,0,,1.975652308
2020,3,7,11,506.7,28.29,5.14,2.14,0,,2.088516869
2020,3,7,12,555.46,28.18,5.7,4.28,0,,1.975652308
2020,3,7,13,738.56,25.67,5.6,4.41,0,,1.672353574
2020,3,7,14,504.97,21.06,5.59,4.34,0,,1.266749515
2020,3,7,15,474.38,14.83,5.52,4.97,0,,0.858614954
2020,3,7,16,202.99,7.46,5.33,5.93,0,,0.520776294
2020,3,7,17,0,0,4.98,6.9,0,,0.282650022
2020,3,7,18,0,0,4.92,7.52,0,,0.137275141
2020,3,7,19,0,0,5.34,8.14,0,,0.137275141
2020,3,7,20,0,0,5.57,8.62,0,,0.137275141
2020,3,7,21,0,0,5.83,9.24,0,,0.137275141
2020,3,7,22,0,0,5.99,9.72,0,,0.137275141
2020,3,7,23,0,0,6.05,9.93,0,,0.137275141
2020,3,8,0,0,0,6.15,10.07,0,,0.137275141
2020,3,8,1,0,0,6.29,10.21,0,,0.137275141
2020,3,8,2,0,0,6.45,10.41,0,,0.137275141
2020,3,8,3,0,0,6.59,10.62,0,,0.137275141
2020,3,8,4,0,0,6.64,11.31,0,,0.137275141
2020,3,8,5,0,0,6.74,11.66,0,,0.282650022
2020,3,8,6,0,0,6.88,11.72,0,,0.520776294
2020,3,8,7,10.63,8.5,7.3,12.07,0,,0.858614954
2020,3,8,8,22.14,15.8,7.55,12.34,0,,1.266749515
2020,3,8,9,55.79,21.93,7.51,12.76,0,,1.672353574
2020,3,8,10,39.85,26.37,7.41,12.97,0,,1.975652308
2020,3,8,11,81.48,28.68,7.33,13.03,0,,2.088516869
2020,3,8,12,70.85,28.56,7.18,12.97,0,,1.975652308
2020,3,8,13,55.79,26.03,7.27,12.69,0,,1.672353574
2020,3,8,14,43.4,21.4,7.4,12.34,0,,1.266749515
2020,3,8,15,38.97,15.15,7.55,11.79,0,,0.858614954
2020,3,8,16,61.46,7.76,7.46,10.83,0,,0.520776294
2020,3,8,17,0,0,7.31,9.66,0,,0.282650022
2020,3,8,18,0,0,7.12,8.62,0,,0.137275141
2020,3,8,19,0,0,6.86,8.34,0,,0.137275141
2020,3,8,20,0,0,6.61,7.38,0,,0.137275141
2020,3,8,21,0,0,6.33,6.62,0,,0.137275141
2020,3,8,22,0,0,6.1,6.41,0,,0.137275141
2020,3,8,23,0,0,5.91,6.55,0,,0.137275141
2020,3,9,0,0,0,5.92,6.21,0,,0.137275141
2020,3,9,1,0,0,5.96,5.72,0,,0.137275141
2020,3,9,2,0,0,5.93,5.31,0,,0.137275141
2020,3,9,3,0,0,5.88,4.69,0,,0.137275141
2020,3,9,4,0,0,5.79,4.48,0,,0.137275141
2020,3,9,5,0,0,5.71,4.62,0,,0.282650022
2020,3,9,6,0,0,5.6,4.41,0,,0.520776294
2020,3,9,7,97.76,8.87,5.63,4.34,0,,0.858614954
2020,3,9,8,171.46,16.18,6.16,4,0,,1.266749515
2020,3,9,9,130.37,22.31,6.66,3.93,0,,1.672353574
2020,3,9,10,229.63,26.77,7.15,4.07,0,,1.975652308
2020,3,9,11,464.64,29.08,7.29,4.21,0,,2.088516869
2020,3,9,12,259.03,28.95,7.44,4.07,0,,1.975652308
2020,3,9,13,644.68,26.4,7.4,4.34,0,,1.672353574
2020,3,9,14,671.22,21.74,7.34,4.97,0,,1.266749515
2020,3,9,15,252.12,15.47,6.96,5.59,0,,0.858614954
2020,3,9,16,41.8,8.06,6.61,4.97,0,,0.520776294
2020,3,9,17,0,0,6.04,4.07,0,,0.282650022
2020,3,9,18,0,0,5.39,4.34,0,,0.137275141
2020,3,9,19,0,0,5.19,6.69,0,,0.137275141
2020,3,9,20,0,0,5.14,6.62,0,,0.137275141
2020,3,9,21,0,0,5.09,6.41,0,,0.137275141
2020,3,9,22,0,0,5.19,6.83,0,,0.137275141
2020,3,9,23,0,0,5.32,7.38,0,,0.137275141
2020,3,10,0,0,0,5.45,7.86,0,,0.137275141
2020,3,10,1,0,0,5.55,8.07,0,,0.137275141
2020,3,10,2,0,0,5.71,8.97,0,,0.137275141
2020,3,10,3,0,0,5.77,9.59,0,,0.137275141
2020,3,10,4,0,0,5.67,10,0,,0.137275141
2020,3,10,5,0,0,5.43,10.41,0,,0.282650022
2020,3,10,6,0,0,5.05,10.9,0,,0.520776294
2020,3,10,7,73.1,9.24,4.89,10.83,0,,0.858614954
2020,3,10,8,119.46,16.56,4.93,11.31,0,,1.266749515
2020,3,10,9,92.99,22.7,5.21,10.83,0,,1.672353574
2020,3,10,10,122.22,27.16,5.89,8.76,0,,1.975652308
2020,3,10,11,184.95,29.47,6.94,7.93,0,,2.088516869
2020,3,10,12,62.88,29.33,7.65,8.69,0,,1.975652308
2020,3,10,13,66.42,26.76,7.74,7.93,0,,1.672353574
2020,3,10,14,46.05,22.09,7.58,7.79,0,,1.266749515
2020,3,10,15,34.54,15.78,7.34,8.55,0,,0.858614954
2020,3,10,16,33.65,8.36,7.39,9.17,0,,0.520776294
2020,3,10,17,0,0,7.6,8.97,0,,0.282650022
2020,3,10,18,0,0,7.68,9.1,0,,0.137275141
2020,3,10,19,0,0,7.6,8.55,0,,0.137275141
2020,3,10,20,0,0,7.37,8.55,0,,0.137275141
2020,3,10,21,0,0,7.3,8.41,0,,0.137275141
2020,3,10,22,0,0,7.08,8.48,0,,0.137275141
2020,3,10,23,0,0,6.98,9.24,0,,0.137275141
2020,3,11,0,0,0,6.91,10.07,0,,0.137275141
2020,3,11,1,0,0,6.92,11.03,0,,0.137275141
2020,3,11,2,0,0,6.75,10.62,0,,0.137275141
2020,3,11,3,0,0,6.52,10.48,0,,0.137275141
2020,3,11,4,0,0,6.42,10.28,0,,0.137275141
2020,3,11,5,0,0,6.32,10.14,0,,0.282650022
2020,3,11,6,0,0,6.15,10,0,,0.520776294
2020,3,11,7,239.11,9.61,6.13,9.93,0,,0.858614954
2020,3,11,8,328.43,16.94,6.32,10.07,0,,1.266749515
2020,3,11,9,675.51,23.09,6.56,10.34,0,,1.672353574
2020,3,11,10,702.26,27.56,6.78,9.72,0,,1.975652308
2020,3,11,11,897.85,29.87,7.04,9.1,0,,2.088516869
2020,3,11,12,909.05,29.72,7.25,9.24,0,,1.975652308
2020,3,11,13,846.16,27.13,7.4,10,0,,1.672353574
2020,3,11,14,728.28,22.43,7.32,10.21,0,,1.266749515
2020,3,11,15,168.37,16.1,7.17,10.34,0,,0.858614954
2020,3,11,16,218.3,8.66,7.02,9.72,0,,0.520776294
2020,3,11,17,0,0,6.86,9.93,0,,0.282650022
2020,3,11,18,0,0,6.75,9.86,0,,0.137275141
2020,3,11,19,0,0,6.91,9.93,0,,0.137275141
2020,3,11,20,0,0,6.84,9.45,0,,0.137275141
2020,3,11,21,0,0,6.75,8.55,0,,0.137275141
2020,3,11,22,0,0,6.78,8.34,0,,0.137275141
2020,3,11,23,0,0,6.87,9.45,0,,0.137275141
2020,3,12,0,0,0,6.94,10.41,0,,0.137275141
2020,3,12,1,0,0,7.05,10.9,0,,0.137275141
2020,3,12,2,0,0,7.13,11.66,0,,0.137275141
2020,3,12,3,0,0,7.02,12.48,0,,0.137275141
2020,3,12,4,0,0,7.03,14,0,,0.137275141
2020,3,12,5,0,0,6.72,16.28,0,,0.282650022
2020,3,12,6,0,0,5.44,16.41,0,,0.520776294
2020,3,12,7,49.53,9.98,4.86,17.38,0,,0.858614954
2020,3,12,8,58.45,17.32,4,15.93,0,,1.266749515
2020,3,12,9,236.83,23.48,4.63,14.14,0,,1.672353574
2020,3,12,10,857.79,27.96,5.36,14.21,0,,1.975652308
2020,3,12,11,1006.73,30.27,5.32,14.76,0,,2.088516869
2020,3,12,12,1019.3,30.1,5.61,14.41,0,,1.975652308
2020,3,12,13,421.23,27.49,5.69,13.38,0,,1.672353574
2020,3,12,14,402.01,22.77,6.02,13.1,0,,1.266749515
2020,3,12,15,235.72,16.42,6.02,13.17,0,,0.858614954
2020,3,12,16,20.37,8.97,5.88,12.14,0,,0.520776294
2020,3,12,17,0,0,5.31,11.38,0,,0.282650022
2020,3,12,18,0,0,5.48,11.59,0,,0.137275141
2020,3,12,19,0,0,5.95,11.03,0,,0.137275141
2020,3,12,20,0,0,6.1,10.97,0,,0.137275141
2020,3,12,21,0,0,6.11,10.62,0,,0.137275141
2020,3,12,22,0,0,6.17,10.28,0,,0.137275141
2020,3,12,23,0,0,5.77,10.48,0,,0.137275141
2020,3,13,0,0,0,5.57,10.76,0,,0.137275141
2020,3,13,1,0,0,5.75,9.86,0,,0.137275141
2020,3,13,2,0,0,5.62,9.24,0,,0.137275141
2020,3,13,3,0,0,5.68,8.62,0,,0.137275141
2020,3,13,4,0,0,5.3,8.07,0,,0.137275141
2020,3,13,5,0,0,5.19,7.17,0,,0.282650022
2020,3,13,6,7.08,2.3,5.14,5.79,0,,0.520776294
2020,3,13,7,304.64,10.35,4.97,8.62,0,,0.858614954
2020,3,13,8,185.57,17.7,5.54,8.14,0,,1.266749515
2020,3,13,9,148.3,23.87,5.93,10.41,0,,1.672353574
2020,3,13,10,170.28,28.36,5.72,11.52,0,,1.975652308
2020,3,13,11,167.43,30.66,5.71,12.14,0,,2.088516869
2020,3,13,12,472.13,30.49,5.87,11.45,0,,1.975652308
2020,3,13,13,334.04,27.86,5.66,9.79,0,,1.672353574
2020,3,13,14,126.73,23.11,5.19,8.97,0,,1.266749515
2020,3,13,15,174.08,16.74,4.85,8.14,0,,0.858614954
2020,3,13,16,224.6,9.27,4.5,6.97,0,,0.520776294
2020,3,13,17,0,0,4.06,5.86,0,,0.282650022
2020,3,13,18,0,0,3.51,4.97,0,,0.137275141
2020,3,13,19,0,0,3.29,4.83,0,,0.137275141
2020,3,13,20,0,0,3.36,4.9,0,,0.137275141
2020,3,13,21,0,0,3.25,4.21,0,,0.137275141
2020,3,13,22,0,0,2.93,3.24,0,,0.137275141
2020,3,13,23,0,0,1.91,2.14,0,,0.137275141
2020,3,14,0,0,0,1.11,1.66,0,,0.137275141
2020,3,14,1,0,0,-0.11,2.07,0,,0.137275141
2020,3,14,2,0,0,-0.93,2.48,0,,0.137275141
2020,3,14,3,0,0,-0.97,2.41,0,,0.137275141
2020,3,14,4,0,0,-0.57,2.07,0,,0.137275141
2020,3,14,5,0,0,0.44,1.66,0,,0.282650022
2020,3,14,6,12.96,2.67,1.01,1.45,0,,0.520776294
2020,3,14,7,299.2,10.72,-0.37,2.48,0,,0.858614954
2020,3,14,8,561.01,18.08,2.82,3.45,0,,1.266749515
2020,3,14,9,802.07,24.27,3.92,4.83,0,,1.672353574
2020,3,14,10,940.7,28.76,4.48,6.14,0,,1.975652308
2020,3,14,11,388.05,31.06,4.89,7.24,0,,2.088516869
2020,3,14,12,524.97,30.87,5.14,8.07,0,,1.975652308
2020,3,14,13,481.47,28.22,5.31,8.55,0,,1.672353574
2020,3,14,14,607.72,23.45,5.25,8.48,0,,1.266749515
2020,3,14,15,521.89,17.05,5.33,8.55,0,,0.858614954
2020,3,14,16,264.3,9.57,5.21,8.83,0,,0.520776294
2020,3,14,17,0,0,5.05,8.62,0,,0.282650022
2020,3,14,18,0,0,4.79,8,0,,0.137275141
2020,3,14,19,0,0,4.81,9.66,0,,0.137275141
2020,3,14,20,0,0,4.81,10.14,0,,0.137275141
2020,3,14,21,0,0,4.92,10.69,0,,0.137275141
2020,3,14,22,0,0,5.09,11.17,0,,0.137275141
2020,3,14,23,0,0,5.41,11.38,0,,0.137275141
2020,3,15,0,0,0,5.7,11.38,0,,0.137275141
2020,3,15,1,0,0,6.02,11.52,0,,0.137275141
2020,3,15,2,0,0,6.21,11.72,0,,0.137275141
2020,3,15,3,0,0,6.3,11.93,0,,0.137275141
2020,3,15,4,0,0,6.44,12,0,,0.137275141
2020,3,15,5,0,0,6.57,12,0,,0.282650022
2020,3,15,6,2.66,3.04,6.65,12,0,,0.520776294
2020,3,15,7,24.8,11.1,6.9,11.86,0,,0.858614954
2020,3,15,8,48.71,18.46,7.02,12.07,0,,1.266749515
2020,3,15,9,70.85,24.66,7.21,12.28,0,,1.672353574
2020,3,15,10,132.84,29.16,7.41,12.28,0,,1.975652308
2020,3,15,11,83.25,31.46,7.58,12.34,0,,2.088516869
2020,3,15,12,74.39,31.26,7.67,12.34,0,,1.975652308
2020,3,15,13,45.17,28.59,7.83,12.48,0,,1.672353574
2020,3,15,14,30.11,23.78,7.9,12.34,0,,1.266749515
2020,3,15,15,34.54,17.37,7.82,11.24,0,,0.858614954
2020,3,15,16,47.47,9.86,7.85,11.66,0,,0.520776294
2020,3,15,17,0,0,7.69,11.66,0,,0.282650022
2020,3,15,18,0,0,7.5,11.45,0,,0.137275141
2020,3,15,19,0,0,7.46,11.17,0,,0.137275141
2020,3,15,20,0,0,7.38,10.83,0,,0.137275141
2020,3,15,21,0,0,7.4,10.83,0,,0.137275141
2020,3,15,22,0,0,7.35,10.48,0,,0.137275141
2020,3,15,23,0,0,7.24,9.38,0,,0.137275141
2020,3,16,0,0,0,7.11,8.34,0,,0.137275141
2020,3,16,1,0,0,6.97,7.86,0,,0.137275141
2020,3,16,2,0,0,6.71,7.59,0,,0.137275141
2020,3,16,3,0,0,6.45,7.59,0,,0.137275141
2020,3,16,4,0,0,6.29,7.38,0,,0.137275141
2020,3,16,5,0,0,6.15,6.76,0,,0.282650022
2020,3,16,6,7.97,3.41,6.07,6.14,0,,0.520776294
2020,3,16,7,142.81,11.47,6.41,5.45,0,,0.858614954
2020,3,16,8,161.95,18.85,6.84,5.38,0,,1.266749515
2020,3,16,9,250.78,25.06,7.22,5.03,0,,1.672353574
2020,3,16,10,415.63,29.56,7.52,5.03,0,,1.975652308
2020,3,16,11,395.05,31.86,7.63,5.03,0,,2.088516869
2020,3,16,12,356.7,31.65,7.76,4.83,0,,1.975652308
2020,3,16,13,115.13,28.95,7.53,4.62,0,,1.672353574
2020,3,16,14,145.16,24.12,7.41,4.28,0,,1.266749515
2020,3,16,15,160.66,17.68,7.04,3.72,0,,0.858614954
2020,3,16,16,139.5,10.16,6.67,3.24,0,,0.520776294
2020,3,16,17,0,0,6.07,2.69,0,,0.282650022
2020,3,16,18,0,0,5.43,2.48,0,,0.137275141
2020,3,16,19,0,0,5,3.93,0,,0.137275141
2020,3,16,20,0,0,4.9,5.03,0,,0.137275141
2020,3,16,21,0,0,4.91,6.07,0,,0.137275141
2020,3,16,22,0,0,5.13,7.1,0,,0.137275141
2020,3,16,23,0,0,5.42,7.59,0,,0.137275141
2020,3,17,0,0,0,5.67,7.24,0,,0.137275141
2020,3,17,1,0,0,5.76,7.52,0,,0.137275141
2020,3,17,2,0,0,5.88,7.93,0,,0.137275141
2020,3,17,3,0,0,5.96,8.48,0,,0.137275141
2020,3,17,4,0,0,6.12,8.9,0,,0.137275141
2020,3,17,5,0,0,6.33,9.1,0,,0.282650022
2020,3,17,6,9.74,3.78,6.61,9.17,0,,0.520776294
2020,3,17,7,51.37,11.85,7,9.17,0,,0.858614954
2020,3,17,8,87.68,19.23,7.21,8.76,0,,1.266749515
2020,3,17,9,67.31,25.45,7.42,8.97,0,,1.672353574
2020,3,17,10,169.45,29.96,7.61,9.1,0,,1.975652308
2020,3,17,11,292.15,32.26,7.47,8.69,0,,2.088516869
2020,3,17,12,202.1,32.03,7.38,8.55,0,,1.975652308
2020,3,17,13,101.85,29.31,7.51,9.1,0,,1.672353574
2020,3,17,14,197.99,24.46,7.48,8.83,0,,1.266749515
